dispatch_logic_name,break_point,large_airtanker,hand_crew,dozer,engines,air_boat,fire_boat,helicopter,helitack_crew,scooper_or_seat,smoke_jumper_aircraft,smoke_jumper,tractor_plow,water_tender
GB_NV_003Carson River,3,2,2,1,7,,,2,1,2,0,0,,
GB_NV_003Aurora no dozer,3,1,2,0,5,,,2,1,2,0,0,,
GB_NV_003Carson River ND,3,2,2,0,7,,,2,1,2,0,0,,
GB_NV_003Como,3,1,2,1,3,,,2,1,2,1,3,,
GB_NV_003Churchill Ranges,3,2,3,1,5,,,2,1,2,1,4,,
GB_NV_003Lyon Basin,3,1,2,1,5,,,2,1,2,1,2,,
GB_NV_003Fish Springs,3,1,2,2,5,,,2,1,2,1,3,,
GB_NV_003CCD SE ND,3,0,2,0,3,,,2,1,2,1,0,,
GB_NV_003Churchill Basin,3,2,3,1,7,,,2,1,2,1,4,,
GB_NV_003Reno/Sparks ND,3,2,1,0,9,,,2,1,2,0,0,,
GB_NV_003Reno/Sparks,3,2,1,2,9,,,2,1,2,0,0,,
GB_NV_003Bridgeport WUI,3,1,2,0,5,,,2,1,2,0,0,,
GB_NV_003Fish Springs ND,3,1,2,0,5,,,2,1,2,0,0,,
GB_NV_003CCD SE,3,0,2,1,3,,,2,1,2,1,3,,
GB_NV_004Master,3,1,,,6,,,,,2,1,4,,1
GB_NV_004WUI,3,3,,1,6,,,,,3,1,4,,2
GB_NV_004WFU/WSA,3,,,,4,,,,,1,1,4,,0
GB_NV_006FWS Sensitive,3,2,2,,4,,,3,1,2,1,8,,1
GB_NV_006Military Response,3,2,2,,5,,,3,1,2,,,,1
GB_NV_006Grass WUI,3,2,2,,6,,,6,1,2,,,,1
GB_NV_006Critical Tort,3,2,2,0,5,,,3,1,2,1,4,,1
GB_NV_006High Juniper,3,2,2,,6,,,3,1,2,1,4,,1
GB_UT_002SWT No Retardant,3,0,2,,4,,,1,1,2,2,2,,1
GB_UT_002SWT Four,3,1,2,,4,,,1,1,2,2,3,,1
GB_UT_004Low Risk,3,1,1,,3,,,4,1,2,1,2,,2
GB_UT_004Moderate Risk,3,1,2,,4,,,4,2,2,2,4,,2
GB_UT_004High Risk,3,3,2,,4,,,4,2,3,1,2,,3
GB_UT_005All Zones HIEL,3,1,2,,3,,,9,2,1,2,4,,2
GB_UT_005All Zones LOEL,3,2,2,,4,,,9,1,1,2,6,,2
GB_WY_001WFU,3,,2,,2,,,4,2,,1,3,,
GB_WY_001NZ Protection,3,1,1,,3,,,4,2,,,,,1
GB_WY_001EZ Protection,3,,1,,3,,,4,2,,,,,
GB_WY_001NZ BCR,3,,1,,3,,,2,1,,1,1,,
GB_WY_001WZ BCR,3,,2,,3,,,2,1,,1,4,,
GB_WY_001EZ BCR,3,,1,,3,,,2,1,,1,1,,
GB_WY_001WZ Protection,3,,1,,3,,,4,2,,,,,
NR_ID_001Roadless,3,2,4,,,,,4,4,6,3,6,,
NR_ID_001General_response,3,2,3,2,4,0,0,3,2,4,1,4,,2
NR_ID_001WUI,3,1,2,1,4,,,3,2,3,,,,2
NR_ID_001Wilderness,3,1,4,,,,,4,4,4,2,6,,
NR_MT_002FMU1/2,3,0,3,,2,,,3,2,,0,0,,0
NR_MT_002FMU3,3,0,3,,2,,,3,2,,1,3,,
NR_MT_002FMU4,3,0,3,,2,,,3,2,,1,3,,
NR_MT_003FMU_WUI_Other,3,1,2,1,4,,,2,2,2,1,2,0,3
NR_MT_003FMU_Wild,3,1,3,,3,,,2,2,,1,3,,
NR_MT_003FMU2_RES,3,1,2,1,4,,,3,2,1,1,3,0,3
NR_MT_004FMU1_WUI,3,2,3,1,6,,,3,2,2,1,1,,3
NR_MT_004BIA_BFA,3,1,2,1,5,,,2,1,1,0,,0,2
NR_MT_004FMU3,3,2,2,,3,,,3,2,1,1,4,,1
NR_MT_004FMU2,3,2,3,1,5,,,3,2,2,1,4,,2
NR_MT_004FMU4_WFU,3,,3,,2,,,2,1,1,1,3,,1
NR_MT_005Modified,3,1,3,,3,,,2,2,1,1,4,,
NR_MT_005Limited Park,3,0,2,,4,,,3,3,0,1,8,,
NR_MT_005Full,3,1,2,,4,,,2,2,2,1,8,,
NR_MT_005North Modified,3,2,3,,3,,,2,2,2,1,4,,
NR_MT_005Limited,3,1,2,,3,,,2,2,2,1,8,,
NR_MT_006NR_MT_006_FMU2_Wild,3,,2,,,,,1,1,,1,1,,
NR_MT_006NR_MT_006_FMU3,3,,2,,2,,,1,1,,,,,1
NR_MT_006NR_MT_006_FMU1,3,1,4,1,5,,,1,2,0,2,2,,2
NR_MT_006NR_MT_006_FMU2,3,1,4,,5,,,2,2,,2,2,,1
NR_MT_006NR_MT_006_FMU3_Wild,3,,1,,0,,,1,1,,1,1,,
"NR_MT_007DPA BLM (BO, SP)",3,2,1,,6,,,1,1,3,,,,2
"NR_MT_007BRKS, LR",3,,1,1,4,,,1,1,3,,,,2
NR_MT_007VFD IA Response,3,,,3,8,,,1,1,2,,,,3
"NR_MT_007PF, IR, MON",3,1,,1,5,,,1,1,3,,,,3
NR_MT_007Rocky Boy,3,,,1,5,,,,,,,,,1
NR_MT_007CMR,3,,,,8,,,0,1,2,,,,2
NR_MT_007Fort Belknap,3,,,0,5,,,,,,,,,1
NR_MT_001WUI,3,1,,1,5,,,1,1,1,1,1,,1
NR_MT_001Wilderness,3,1,1,,3,,,1,1,1,1,2,,
NR_MT_001BIA Non WUI,3,1,2,1,6,,,1,1,1,1,2,,2
NR_MT_001Non WUI,3,1,,1,5,,,1,1,1,,,,1
NR_MT_001BIA WUI,3,2,2,1,6,,,1,1,2,,,,2
NW_OR_002UPF GF LSR DL TL,3,1,6,1,6,,,4,1,,1,4,,1
NW_OR_002UPF GF LSR CG NU,3,1,6,,5,,,4,1,,1,2,,1
NW_OR_002UPF Wilderness,3,1,8,,3,,,4,1,,1,4,,
NW_WA_008SPA Dispatch,3,2,0,2,2,0,0,1,1,2,0,0,0,1
NW_WA_008COA 4 FMZ 1-2 4 Lev.,3,1,2,1,3,0,0,2,1,2,0,0,0,1
SA_AR_001pcr general,3,1,,2,5,,,,1,,,,,1
SA_AR_001GenFor IR AR01,3,1,,1,2,,,,,,,,,0
SA_AR_001GenFor IR AR02,3,1,,3,4,,,,1,,,,,1
SA_AR_001Wilderness IR,3,1,,0,5,,,,1,,,,,1
SA_FL_001BICY Racoon Point,3,,,,3,,,2,1,1,,,,
SA_FL_001BICY-THRT-DOZERS,3,,,2,3,,,2,1,1,,,,
SA_FL_001EVER,3,,,,3,,,2,1,1,,,,
SA_FL_001FPR,3,,,1,2,,,1,1,1,,,,0
SA_FL_001LXR,3,,,,0,2,0,1,2,1,,,,
SA_FL_001NKR,3,,,1,3,,,1,2,,,,,1
SA_FL_001FLSEA Dispatch Log 1,3,,,2,2,,,,1,,,,1,
SA_FL_001JNR,3,,,,2,,,1,1,,,,,0
SA_FL_002OKR_Uplands,3,0,,0,1,,,0,1,,,,1,
SA_FL_002FS_Wilderness,3,1,,,3,,,,1,,,,0,
SA_FL_002FS_Mixed_Ownership,3,1,,,3,,,,1,,,,3,1
SA_FL_002FS_General_Forest,3,1,,,3,,,,1,,,,3,
SA_FL_002OKR_Wilderness,3,0,,0,2,,,0,1,,,,0,
SA_FL_002FS_Pinhook,3,1,,,3,,,,1,,,,3,
SA_FL_002NPS,3,0,,0,3,,,0,1,,,,0,1
SA_FL_002Cumberland_Island,3,0,,0,2,,,0,1,,,,0,1
SA_FL_003Non_Particpating,3,,,,,,,,,,,,2,
SA_FL_003FS_Bombing_Range,3,1,,,2,,,,1,,,,,1
SA_FL_003FS_General_Forest,3,,,,2,,,,1,,,,2,1
SA_FL_003FS_Mixed_Ownership,3,1,,,4,,,,1,,,,3,1
SA_FL_003FS_Wilderrness,3,2,,,4,,,,2,,,,,1
SA_FL_003FWS_LRR,3,,,,3,,,,1,,,,2,
SA_FL_003FWS_LWR_Marsh,3,,,,1,,,,1,,,,,
SA_FL_003FWS_LWR_Upland,3,,,,3,,,,1,,,,1,
SA_FL_003FWS_MI_North,3,,,,4,,,,1,,,,2,
SA_FL_003FWS_MI_South,3,0,,,5,,,,1,,,,2,
SA_FL_003FWS_ST_Johns,3,,,,3,,,,1,,,,2,
SA_FL_003FWS_Threat,3,,,,2,,,,,,,,1,
SA_FL_003NPS_Can_North,3,,,,4,,,,1,,,,1,
SA_FL_003NPS_Can_South,3,,,,3,,,,1,,,,,
SA_FL_003FS_Artillery Range,3,1,,,3,,,,2,,,,,1
SA_FL_004SVR_FMU_FWA,3,,,,1,,,,0,,,,1,
SA_FL_004EGR_FMU_FWA,3,,,,2,,,0,0,,,,,
SA_FL_004FS_Threat,3,,,,2,,,0,1,,,,2,
SA_FL_004FS_Military,3,,,,2,,,,1,,,,,
SA_FL_004LSR_FMU_FWA_NORTH,3,,,,2,,,0,0,,,,1,
SA_FL_004SMR_THT_FMU_FWA,3,,,,2,,,0,1,,,,2,
SA_FL_004LSR_FMU_FWA_SOUTH,3,,,,2,,,,0,,,,1,
SA_FL_004SMR_FMU_SMR_EAST_FWA,3,,,,2,,,,,,,,1,
SA_FL_004CHR_FMU_FWA,3,,,,1,,,,,,,,,
SA_FL_004SMR_FMU_SMR_WEST_FWA,3,,,,2,,,,,,,,2,
SA_FL_004FS_Mixed_Ownership,3,,,,2,,,,1,,,,2,
SA_FL_004FS_Wilderness,3,,,,2,,,,1,,,,,
SA_FL_004FS_General_Forest,3,,,0,2,,,,1,,,,1,
SA_GA_001Oconee,3,,,1,1,,,0,1,,,,0,
SA_GA_001Piedmont,3,,,0,2,,,0,0,,,,1,
SA_KY_001Mammoth Cave,3,,,,1,,,,,,,,,
SA_KY_001NPS CUGA,3,,1,,2,,,,,,,,,
SA_KY_001NPS BISO,3,1,,,2,,,,,,,,,
SA_KY_001FS Wilderness,3,,2,,2,,,,,,,,,
SA_KY_001FS General,3,1,2,1,2,,,,1,,,,,
SA_KY_001FS LBL,3,,,0,2,,,,,,,,,
SA_LA_001BBR1,3,,,,3,,2,,,,,,1,
SA_LA_003NO-Plow_NO_Penetrat,3,,3,0,3,,,,1,,,,,
SA_LA_003Kisatchie General,3,,2,2,3,,,,2,,,,,
SA_LA_003No Entry,3,,0,0,1,,,,1,,,,,
SA_LA_003FWSGEN,3,1,,3,4,,,0,1,,,,,
SA_LA_003Kisatchie Wilderness,3,,3,0,3,,,,1,,,,,
SA_MD_001Dismal Logic,3,0,2,1,2,,,0,1,0,,,1,0
SA_MD_001FPU Initialization,3,0,1,2,3,,,0,1,,,,2,1
SA_MS_001USFS Wilderness,3,,,0,2,,,1,1,,,,0,
SA_MS_001USFS,3,,,2,2,,,1,1,,,,0,
SA_MS_001FWS,3,,,2,3,,,,,,,,0,
SA_MS_002Homochitto FWA,3,,,2,2,,,2,1,,,,1,
SA_MS_002Bienville WA,3,,,2,2,,,2,1,,,,2,
SA_MS_002Natchez FWA,3,,,1,1,,,,,,,,,0
SA_MS_002Tombigbee FWA,3,,,2,2,,,2,1,,,,1,
SA_MS_002Noxubee,3,,,2,2,,,2,1,,,,,1
SA_MS_002Natchez Threat FWA,3,,,1,1,,,,,,,,,0
SA_MS_002Holly Springs FWA,3,,,2,2,,,2,1,,,,,
SA_MS_002Natchez Trace FWA,3,,,,1,,,,,,,,,
SA_NC_001Pee Dee,3,,,,2,,,,1,,,,3,
SA_NC_001Carolina Sandhills,3,,,,4,,,,1,,,,3,
SA_NC_001Birkhead Wilderness,3,1,,0,3,,,,1,,,,,
SA_NC_001Uwharrie WUI,3,1,,1,4,,,,1,,,,,
SA_NC_002FWS with helicopter,3,,,,2,,,,,,,,2,
SA_NC_002Croatan,3,,,,2,,,,,,,,2,
SA_NC_002Currituck aviation,3,,,,2,1,,,,,,,2,
SA_NC_002Ocracoke,3,,,,3,,,,,,,,0,
SA_NC_002Cape Hatteras,3,,,,2,,,,,,,,2,
SA_NC_002Cape Lookout,3,,,,2,,1,,,,,,,
SA_OK_001OUF WILDERNESS,3,0,0,0,5,,,,0,,,,,0
SA_OK_001fws dispatch,3,0,1,1,4,,,,1,,,,,1
SA_OK_001Overall,3,1,1,2,4,,,,1,,,,,1
SA_OK_002overall,3,,1,0,3,,,,,,,,,1
SA_OK_002fws interest,3,0,1,4,5,,,,,,,,,1
SA_OK_003Overall,3,,1,3,4,,,,,,,,,1
SA_OK_005Fish and Wildlife,3,,,,5,,,,,,,,,2
SA_PR_001Test,3,,,1,2,,,,0,,,,,
SA_SC_001FS Wild,3,,,0,3,,,,2,,,,,
SA_SC_001FWS_Mainland,3,,,2,3,,,,2,,,,3,
SA_SC_001FWS IS,3,,,1,2,,,,2,,,,1,
SA_SC_001FWS Wild,3,,,0,2,,,,2,,,,0,
SA_SC_001SRF,3,,,3,3,,,,1,,,,,
SA_SC_001FS_FWA,3,,,3,3,,,,2,,,,3,
SA_SC_001NPS,3,,,,3,,,0,1,,,,,
SA_TN_001Cherokee Wild North,3,0,1,0,2,,,,,,,,,
SA_TN_001Appalachian MO,3,1,2,1,2,,,0,1,,,,,
SA_TN_001Chattahoochee NF,3,,2,2,2,,,,1,,,,,
SA_TN_001Grandfather MO,3,0,1,1,1,,,,0,,,,,
SA_TN_001Cherokee Disp. Logic,3,1,2,2,4,,,,2,2,,,,
SA_TN_001NPS BRP,3,,2,1,2,,,0,1,,,,,
SA_TN_001NPS GSP,3,,,,2,,,,,,,,,
SA_TN_001FS Wilderness,3,1,2,,2,,,,1,,,,,
SA_TN_001Nat Pisg MO,3,,1,1,2,,,,1,,,,,
SA_TN_001Cherokee MO,3,,1,1,2,,,,1,,,,,
SA_TN_001Cherokee North MO,3,1,1,1,2,,,,1,,,,,
SA_TX_001LBJ,3,0,0,1,2,,,0,1,,,,,2
SA_TX_002Balcones,3,0,0,0,2,0,0,0,0,0,0,0,0,1
SA_TX_003FS_WILD,3,0,0,0,3,0,0,0,1,0,0,0,0,0
SA_TX_003DCNF,3,0,0,2,3,0,0,0,1,0,0,0,0,0
SA_TX_003BITH 2,3,0,0,1,3,0,0,0,0,0,0,0,0,0
SA_TX_003TXACA-ENG Only,3,0,0,0,3,0,0,0,0,0,0,0,0,0
SA_TX_003BITH,3,0,0,1,3,0,0,0,0,0,0,0,0,0
SA_TX_004San 3,3,,,,3,,,,1,,,,,1
SA_TX_004SanTHT,3,,,,3,,,,1,,,,,1
SA_TX_004BrazoTHT,3,,,,3,,,,1,,,,,1
SA_TX_004BBGTHT,3,,,,3,,,,1,,,,,1
SA_TX_004SWLA,3,,,,2,1,1,,,,,,,1
SA_TX_004Brazoria 04,3,,,,3,,,,1,,,,,1
SA_TX_004Brazoria05,3,,,,3,,,,1,,,,,1
SA_TX_004BBG 001,3,,,,3,,,,1,,,,,1
SA_TX_004San 2,3,,,,3,,,,1,,,,,1
SA_TX_004AHR-MCR 5,3,,,,4,2,1,,,,,,,1
SA_TX_005Matagorda,3,,,0,1,,,,,,,,0,
SA_TX_005Padre Island,3,,,0,2,,,,,,,,0,
SA_TX_005Santa Ana Staffing,3,,,1,2,,,,,0,,,,1
SA_TX_005Falcon Staffing,3,,,1,3,,,,,0,,,,1
SA_TX_005Palmview Staffing,3,,,1,2,,,,,0,,,,1
SA_TX_005Aransas,3,,,1,3,,,,,,,,1,
SA_TX_005Laguna Staffing,3,,,1,2,,,,,0,,0,,1
SA_VA_001Shen,3,1,2,,3,,,,2,,,,,
SA_VA_001MTTS,3,1,2,,3,,,,1,,,,,
SA_VA_001NCR,3,0,2,,3,,,,1,,,,,
SA_VA_001BLRI,3,1,2,,3,,,,1,,,,,
SA_VA_001FS Wilderness,3,1,3,,3,,,,2,,,,,
SA_VA_001FS,3,1,1,2,3,,,,2,,,,,
SA_VA_001Unassigned,3,1,1,2,3,,,,2,,,,,
SA_VA_001FS: 4,3,0,0,1,2,,,,1,,,,,
SA_VA_001SHEN: 4,3,0,1,,3,,,,1,,,,,
CA_CA_006.enf_urban1,3,2,4,2,8,,,2,2,0,,,,2
CA_CA_006.blm_wui,3,2,4,2,8,,,2,2,0,,,,2
CA_CA_006.tmu_wui,3,2,3,,8,,,1,1,0,,,,2
CA_CA_006.tnf_wilderness,3,,1,,1,,,1,1,,,,,
CA_CA_006.enf_wild,3,,1,,0,,,1,1,,,,,
CA_CA_006.tnf_supp,3,2,1,1,5,,,1,1,0,,,,2
CA_CA_006.tmu_wilderness,3,,1,,0,,,1,1,,,,,
AK_AK_001Alaska Standard,3,2,2,0,5,0,0,3,2,2,2,12,0,1
AK_AK_001Alaska Aerial Only,3,2,0,0,0,0,0,3,2,2,2,12,0,0
AK_AK_001Alaska Southeast,3,0,2,0,3,0,0,6,2,0,0,0,0,1
SW_AZ_002FM 1 Normal,3,,2,,6,,,2,1,1,,,,1
SW_AZ_003WMAT_East,3,0,2,2,3,0,0,2,2,1,,,,1
SW_AZ_003Clifton_RD,3,2,3,1,2,0,0,1,1,1,,,,1
SW_AZ_003Springerville_RD,3,2,2,2,4,0,0,1,1,1,,,,1
SW_AZ_003Black Mesa_RD,3,2,2,2,5,0,0,1,1,1,,,,1
SW_AZ_003Alpine_RD,3,2,3,2,4,0,0,1,1,1,,,,1
SW_AZ_003WMAT_West,3,0,2,2,3,0,0,2,2,1,,,,1
SW_AZ_003Lakeside_RD,3,2,2,2,4,0,0,1,1,1,,,,1
SW_AZ_004RIPARIAN BP ADJ,3,1,1,1,6,,2,1,1,1,,,,1
SW_AZ_004UPLAND,3,0,1,0,4,,,0,0,0,,,,1
SW_AZ_004WILDERNESS,3,0,1,0,3,,,0,1,1,,,,0
SW_AZ_005Timber,3,,1,1,3,,,2,1,,,,,1
SW_AZ_005Grass-Brush-PJ,3,1,1,2,4,,,2,2,2,,,,1
SW_AZ_005Mojave Desert,3,2,1,1,5,,,2,2,1,1,1,,1
SW_AZ_005Wilderness and Park,3,,1,1,4,,,2,1,,,,,1
SW_AZ_006desert,3,1,2,0,9,0,0,3,1,1,0,0,0,1
SW_AZ_006timber,3,1,3,0,9,0,0,1,1,1,0,0,0,1
SW_AZ_006wilderness,3,1,3,0,9,0,0,3,1,0,0,0,0,0
SW_AZ_006brush,3,2,3,0,9,0,0,1,1,1,0,0,0,1
SW_AZ_006riparian,3,1,2,0,6,0,0,1,1,1,0,0,0,1
SW_NM_001Wilderness,3,0,2,0,3,,,2,2,,,,,
SW_NM_001Farm-Jia Dispatch,3,1,2,1,5,,,1,1,2,,,,3
SW_NM_001Rattlesnake,3,1,2,1,5,,,1,2,2,,,,3
SW_NM_001East Carson_WUI,3,1,2,1,6,0,0,2,2,1,0,0,0,2
SW_NM_002Non WUI,3,0,2,1,7,,,1,1,1,1,2,,1
SW_NM_002Smokey Bear WUI,3,2,2,1,10,,,1,1,1,4,1,,1
SW_NM_002WUI,3,1,2,3,8,,,2,2,1,1,6,,1
SW_NM_003LCDO fils,3,1,,,4,,,,,,,,,1
SW_NM_004Wilderness,3,2,5,,0,,,6,2,,1,7,,0
SW_NM_004BLM Brush/Grass,3,1,2,,4,,,3,2,1,0,0,,1
SW_NM_004Timber,3,1,3,,3,,,10,2,,1,6,,2
SW_NM_004WUI,3,2,2,1,3,,,3,3,,1,3,,2
SW_NM_004PJ/Grass,3,2,3,1,4,,,2,3,,1,3,,1
SW_NM_005Pondo,3,1,2,1,5,,,2,1,,,,,
SW_NM_005PondoWUI,3,2,2,2,4,,,2,1,2,,,,2
SW_NM_005ABQ,3,1,1,1,5,,,2,1,0,,,,
SW_NM_005BLM EAST,3,1,1,0,3,,,,1,,,,,1
SW_NM_005Socorro,3,1,2,1,4,,,2,1,,,,,1
SW_NM_005BLM NPS,3,1,2,1,5,,,2,1,,,,,0
SW_NM_005Bia North,3,1,1,1,4,,,1,1,0,,,,
SW_NM_007NAA-Grass,3,1,2,1,4,,,2,1,,,,,1
SW_NM_007TCA-GRASS,3,1,2,2,6,,,1,1,1,0,0,0,1
SW_NM_007KNF WUI-D1,3,1,1,1,5,,,1,1,,,,,3
SW_NM_007TCA-Canyon,3,1,1,0,3,,,2,1,1,0,0,0,1
SW_NM_007cof wilderness,3,2,2,1,4,,,1,1,0,0,0,0,1
SW_NM_007cof nonwui,3,2,1,0,5,,,1,1,0,0,0,0,3
SW_NM_007TCA-WUI,3,1,2,2,6,,,2,1,1,0,0,0,1
SW_NM_007cof wui,3,2,1,1,6,,,0,1,0,0,0,0,1
SW_NM_007NAA-TimberPJ,3,1,2,1,4,,,2,1,,,,,1
SW_NM_007TCA-FOR,3,1,2,2,6,,,2,1,1,0,0,0,1
SW_NM_007HOA-All FWA's,3,0,3,1,8,,,1,1,1,0,0,0,1
SW_NM_007KNF Non WUI-D4,3,0,0,0,5,,,0,0,,,,,
SW_NM_007KNF Non WUI-D1,3,0,0,1,5,,,0,0,,,,,1
SW_NM_007KNF Wilderness,3,0,0,0,2,,,0,0,,,,,
SW_NM_007GCP-Backcountry,3,1,1,0,5,0,0,2,3,3,1,1,0,2
SW_NM_007PNF WUI,3,1,2,1,7,0,0,1,1,2,0,0,0,3
SW_NM_007PNF Non-WUI,3,1,2,0,5,0,0,1,1,1,0,0,0,1
SW_NM_007PNF Wilderness,3,1,2,0,2,0,0,1,1,1,0,0,0,0
SW_NM_007GCP-WUI,3,1,1,0,5,0,0,2,3,0,0,0,0,2
SW_TX_002fws interest,3,0,,0,10,,,,,2,,,0,2
SW_TX_002SW_TX_002_DispLog_1,3,,,0,10,,,,,2,,,1,2
SW_TX_002BLM_Sabinoso,3,,1,,,,,,,,,,,
SW_TX_004WFU,3,,3,,4,,,1,1,,,,,1
SW_TX_004AMR,3,,3,,4,,,1,1,,,,,1
SW_TX_004Non_BIBE,3,,3,,4,,1,1,1,,,,,1
CA_CA_013Handcrew,3,,2,,2,,,,2,,,,,0
CA_CA_013Engine,3,,2,,3,,,,2,,,,,1
NR_MT_010Lolo Limited Acc.,3,1,2,0,3,,,3,2,1,1,3,,0
NR_MT_010Lolo Developed,3,1,4,0,6,,,3,2,1,1,3,,0
NR_MT_010Lolo WUI,3,2,4,1,7,,,4,2,1,0,0,,0
NW_WA_005Juniper Wilderness,3,1,1,0,4,,,,1,1,,,,1
NW_WA_005Basin 2,3,,,1,4,,,,,1,,,,1
NR_MT_009ST LAA RAA,3,0,0,0,7,,,1,1,1,1,1,,1
NR_MT_009GNP MCD,3,,2,,2,,,0,0,,0,0,,
NR_MT_009FNF DEV,3,1,1,0,2,,,1,1,,0,0,,1
NR_MT_009KNF RAA,3,2,2,1,5,,,1,1,1,1,1,,2
NR_MT_009KNF LAA,3,0,2,0,4,,,1,1,0,2,2,,0
NR_MT_009ST DEV,3,0,0,1,7,,,1,1,0,0,0,,1
NR_MT_009FNF LAA,3,0,2,,1,,,1,1,,0,0,,1
NR_MT_009FNF RAA,3,0,2,0,1,,,1,1,,0,0,,1
NR_MT_009KNF DEV,3,1,3,2,5,,,1,1,1,1,1,,2
NR_MT_009GNP LAA,3,0,1,,1,,,1,2,0,0,0,,
NR_MT_009GNP EAST,3,1,1,,2,,,1,1,0,0,0,,
GB_ID_001FAIRFIELD RESPONSE,3,,5,,4,,,5,1,1,,,,
GB_ID_001WILDERNESS RESPONSE,3,,,,4,,,5,1,1,,,,
GB_ID_001SNRA RESPONSE,3,,,,4,,,5,1,2,,,,
GB_ID_001STANDARD RESPONSE,3,,,1,6,,,10,1,2,,,,2
GB_NV_002Char_HT_IR,3,1,2,1,5,0,0,4,2,1,1,4,0,1
GB_NV_002Owy_FMU_IR,3,1,1,1,4,0,0,4,1,1,1,4,0,1
GB_NV_002Wild_FMU_IR,3,1,1,0,4,0,0,5,2,0,1,5,0,0
GB_NV_002Cort_FMU_IR,3,1,1,1,5,0,0,4,2,1,1,4,0,1
GB_NV_002Ruby_RLR_IR,3,1,1,1,5,0,0,4,1,1,1,4,0,1
GB_NV_002Gosh_FMU_IR,3,1,1,1,3,0,0,4,1,1,1,4,0,1
GB_NV_002Tusc_FMU_IR,3,1,1,1,5,0,0,4,2,1,1,4,0,1
GB_NV_002Del_FMU_IR,3,2,1,1,5,0,0,5,2,1,1,4,0,1
GB_NV_002Owy_DVT_IR,3,1,1,1,4,0,0,0,0,0,1,3,0,1
GB_NV_002Char_FMU_IR,3,1,1,1,5,0,0,3,2,1,1,5,0,1
GB_NV_002Ruby_FMU_IR,3,1,1,1,6,0,0,6,2,1,1,4,0,1
GB_NV_002Ruby_HT_IR,3,1,1,1,5,0,0,4,2,1,1,5,0,1
GB_NV_002Char_Pri_Mix_IR,3,1,2,1,5,0,0,4,2,1,1,4,0,1
GB_NV_005Park,3,,1,0,4,,,1,1,2,1,5,,1
GB_NV_005North 5,3,,0,,3,,,1,1,1,1,3,,1
GB_NV_005South 3,3,1,1,,4,,,1,1,2,1,5,,1
GB_NV_005South 5,3,,,,3,,,1,1,1,1,3,,1
GB_NV_005North 3,3,,1,1,4,,,1,1,2,1,5,,1
NR_ND_001Missouri Logic Table,3,0,0,1,5,0,0,0,0,1,0,0,0,1
NR_ND_001Badlands Logic Table,3,0,0,1,7,0,0,0,0,0,0,0,0,1
GB_UT_001Park Service SWT,3,0,2,,1,,,1,1,1,1,2,,1
GB_UT_001Richfield SWT,3,1,2,,7,,,2,2,2,1,2,,1
GB_UT_001Filmore SWT,3,1,0,,6,,,1,1,2,1,2,,1
GB_UT_001Teasdale SWT,3,1,2,,4,,,1,2,2,1,2,,1
GB_UT_003Camp William,3,0,,,1,,,,0,0,,,,0
GB_UT_003BLM Other,3,1,1,,2,,,1,1,2,,,,1
GB_UT_003WUI_FS,3,1,1,,2,,,1,1,2,,,,0
GB_UT_003Mountains,3,1,1,,2,,,,1,2,,,,0
GB_UT_003Wilderness SJ,3,0,3,,3,,,1,2,0,1,4,,0
GB_UT_003BLM_Bonne_Carring,3,1,1,,1,,,1,1,2,,,,0
GB_UT_003Desert 5,3,1,1,,2,,,1,1,1,,,,1
GB_UT_003FS_West5 5,3,1,2,,3,,,1,1,2,1,4,,1
GB_UT_003WUI_FS 5,3,1,1,,2,,,1,1,2,,,,1
GB_UT_003FS_West,3,1,2,,3,,,1,1,2,,,,1
GB_UT_003Wilderness,3,0,3,,3,,,1,2,0,,,,0
GB_UT_003Desert,3,1,1,,2,,,1,1,1,,,,1
GB_UT_003DOD_LAND,3,1,,,1,,,1,1,2,,,,0
NR_MT_011CSKT Wilderness,3,0,2,0,2,0,0,4,1,1,0,0,0,0
NR_MT_011CSKT Developed,3,1,2,1,4,0,0,3,1,1,0,0,0,0
NR_MT_011CSKT Limited Acc.,3,0,2,0,4,0,0,4,1,1,0,0,0,0
NR_MT_011CSKT WUI,3,1,1,1,9,0,0,4,1,1,0,0,0,0
CA_CA_008WUI_Lake_I_Threat,3,2,6,1,9,,,4,3,1,,,,2
CA_CA_008Wilderness_Timber,3,,2,,2,,,2,1,,,,,
CA_CA_008WUI_Timber,3,2,4,1,7,,,4,2,1,,,,2
CA_CA_008General_Kaweah,3,2,2,1,5,,,2,2,0,,,,1
CA_CA_008Wilderness_Grass/Shr,3,,3,,4,,,4,2,,,,,
CA_CA_008WUI_Grass/Shrub,3,2,6,1,8,,,4,2,1,,,,2
CA_CA_008General _Timber,3,2,2,1,5,,,2,2,1,,,,1
CA_CA_008General_Grass/Shrub,3,2,3,1,6,,,3,2,1,,,,2
EA_IA_001CL-PC Changes,3,0,0,,2,,,,,,,,,1
EA_IN_001Southeastern,3,,,,2,,,,,,,,,
EA_IN_001Northern Indiana,3,,,,2,,,,,,,,,
EA_IN_001Southwestern Indiana,3,,0,,4,,,6,1,,,0,,2
EA_MI_001WUI response,3,,,1,3,1,,,,,,,,
EA_MI_001General response,3,,,1,3,1,,,,,,,,
EA_MI_001wilderness response,3,,,0,2,0,,,,,,,,
EA_MI_002Huron,3,,,3,6,,,1,1,,,,,1
