changes,resource name,resource type,staffing,shift start time,shift end time,start day,end day,season start day,season end day,dipatch location,% avail,daily cost,hourly cost,water volume (gal),severity resource,full time employees (FTE),number of positions,annual costs,vehicle costs,fpu,fixed location,borrowable,agency,If HELI attached Helicopter,Question/Comments
,TAS E T6-2 #1,EN56,2,900,1800,1,7,105,258,Tok Area State Forestry,70,0,0,300,n,0,2,0,0,AK_AK_001,0,1,STATE/LOCAL,,
,TAS E T6-2 #2,EN56,2,900,1800,1,7,105,258,Tok Area State Forestry,100,0,0,300,n,0,2,0,0,AK_AK_001,0,1,STATE/LOCAL,,
,TAS H T2 #1,HEL2,1,800,1700,1,7,128,217,Tok Area State Forestry,100,0,0,0,n,0,0,0,0,AK_AK_001,0,1,STATE/LOCAL,n/a,90 day contract
,TAS HELI x3 #1,HELI,3,900,2200,1,7,105,258,Tok Area State Forestry,100,0,0,0,n,0,3,0,0,AK_AK_001,0,1,STATE/LOCAL,TAS H T2 #1,Helitack crew (154 days) have differing season dates than helicopter (90 days)
,TAS HELI x3 #2,HELI,3,900,2200,1,7,105,258,Tok Area State Forestry,100,0,0,0,n,0,3,0,0,AK_AK_001,0,1,STATE/LOCAL,TAS H T2 #1,Helitack crew (154 days) have differing season dates than helicopter (90 days)
,TAS HELI x3 #3,HELI,3,900,2200,1,7,105,258,Tok Area State Forestry,100,0,0,0,n,0,3,0,0,AK_AK_001,0,1,STATE/LOCAL,TAS H T2 #1,Helitack crew (154 days) have differing season dates than helicopter (90 days)
,TAS HELI x3 #4,HELI,3,900,2200,1,7,105,258,Tok Area State Forestry,100,0,0,0,n,0,3,0,0,AK_AK_001,0,1,STATE/LOCAL,TAS H T2 #1,Helitack crew (154 days) have differing season dates than helicopter (90 days)
,HIA E-562,EN34,3,800,1700,3,7,1,365,HIA Hoopa,100,0,0,500,n,3,3,75000,0,CA_CA_001,0,1,BIA,,
,HIA E-563,EN34,3,800,1700,1,5,1,365,HIA Hoopa,100,0,0,500,n,3,3,75000,0,CA_CA_001,0,1,BIA,,
,HIA E-564,EN34,3,800,1700,6,3,1,365,HIA Hoopa,100,0,0,500,n,3,3,75000,0,CA_CA_001,0,1,BIA,,
,HIA WT-595,WT,1,800,1700,7,4,1,365,HIA Hoopa,100,0,0,0,n,0.5,1,44163,0,CA_CA_001,0,1,BIA,,
,HOO E1,EN12,2,800,1700,1,7,1,365,HIA Hoopa,50,0,0,1000,n,0,1,0,0,CA_CA_001,0,1,BIA,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3.  Positions are not ? staffing.
,HOO E2,EN12,2,800,1700,1,7,1,365,HIA Hoopa,50,0,0,1000,n,0,1,0,0,CA_CA_001,0,1,BIA,,Per NWCG minimum staffing for EN12 is:  T1 = 4 and T2 = 3.  Positions are not ? staffing.
,Karuk Crew,CRW,2,700,1530,2,6,1,365,KTA Somes Bar,0,0,0,0,n,0,0,0,0,CA_CA_001,0,1,BIA,,Why have resource listed if having 0% availability?  Positions are not ? staffing
,YIA E661,EN56,2,800,1700,1,7,1,365,YIA Tulley Creek,0,0,0,300,n,0,0,0,0,CA_CA_001,0,1,BIA,,Why have resource listed if having 0% availability?  Positions are not ? staffing
,NOD E-3233,EN34,5,800,1700,5,2,1,365,NOD King Range,100,0,0,500,n,4.54,7,179826,0,CA_CA_001,0,1,BLM,,
,KNF C-2,CRW,20,930,1800,1,5,1,365,KNF Happy Camp Lower,100,0,0,0,n,14.5,20,681000,0,CA_CA_001,0,1,FS,,
,KNF C-4,CRW,20,930,1800,6,3,1,365,KNF Sawyers Bar,100,0,0,0,n,14.5,20,686000,0,CA_CA_001,0,1,FS,,
,KNF C-5,CRW,10,930,1800,4,1,1,365,KNF Scott River - Bridge WC,100,0,0,0,n,7.5,10,329000,0,CA_CA_001,0,1,FS,,
,KNF C-7,CRW,10,930,1800,5,2,1,365,KNF Mt Hebron,100,0,0,0,n,7.5,10,329000,0,CA_CA_001,0,1,FS,,
,KNF C-71,CRW,10,930,1800,3,7,1,365,KNF Mt Hebron,100,0,0,0,n,7.5,10,329000,0,CA_CA_001,0,1,FS,,
,KNF DOZ-1,DZR2,2,930,1800,3,2,1,365,KNF Oak Knoll,100,0,0,0,n,3,3,220000,0,CA_CA_001,0,1,FS,,
,KNF E-15,EN34,5,930,1800,1,7,1,365,KNF Oak Knoll,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-16,EN34,5,930,1800,1,7,1,365,KNF Oak Knoll,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-25,EN34,5,930,1800,1,7,1,365,KNF Happy Camp Lower,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-26,EN34,5,930,1800,1,7,1,365,KNF Happy Camp Lower,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-27,EN34,5,930,1800,1,7,1,365,KNF Seiad Valley,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-45,EN34,5,930,1800,1,7,1,365,KNF Sawyers Bar,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-46,EN34,5,930,1800,1,7,1,365,KNF Petersburg,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-55,EN34,5,930,1800,1,7,1,365,KNF Callahan,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-57,EN34,5,930,1800,1,7,1,365,KNF Scott Bar,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-76,EN34,5,930,1800,1,7,1,365,KNF Mt Hebron,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-77,EN34,5,930,1800,1,7,1,365,KNF Mt Hebron,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF E-78,EN34,5,930,1800,1,7,1,365,KNF Grass Lake,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,KNF H-502,HEL2,1,930,1800,1,7,154,273,KNF Scott Valley Helibase,100,0,0,0,n,0,1,0,0,CA_CA_001,0,1,FS,n/a,120 day contract
,KNF H502 Crew,HELI,14,930,1800,1,7,1,365,KNF Scott Valley Helibase,100,0,0,0,n,15.5,21,722000,0,CA_CA_001,0,1,FS,KNF H-502,HELI 365 days; attached HEL 120 days
,KNF H503,HEL3,1,930,1800,1,7,1,365,KNF Happy Camp Helibase,100,0,0,0,n,0,1,0,0,CA_CA_001,0,1,FS,n/a,365 day contract; unlikely for a FS exclusive use contract 
,KNF H503 Crew,HELI,5,930,1800,1,7,1,365,KNF Happy Camp Helibase,100,0,0,0,n,6,7,310000,0,CA_CA_001,0,1,FS,KNF H503,HELI 365 days; attached HEL 365 days
,KNF WT-17,WT,2,930,1800,1,7,1,365,KNF Oak Knoll,100,0,0,0,n,2.5,3,103000,0,CA_CA_001,0,1,FS,,
,KNF WT-28,WT,2,930,1800,1,7,1,365,KNF Seiad Valley,100,0,0,0,n,2.5,3,103000,0,CA_CA_001,0,1,FS,,
,KNF WT-41,WT,2,930,1800,1,7,1,365,KNF Petersburg,100,0,0,0,n,2.5,3,103000,0,CA_CA_001,0,1,FS,,
,KNF WT-79,WT,2,930,1800,1,7,1,365,KNF Mt Hebron,100,0,0,0,n,2.5,3,103000,0,CA_CA_001,0,1,FS,,
,SRF C-1,CRW,20,930,1800,7,4,1,365,SRF Gasquet,100,0,0,0,n,14.5,20,681000,0,CA_CA_001,0,1,FS,,
,SRF C-2,CRW,20,930,1800,1,5,1,365,SRF Orleans,100,0,0,0,n,14.5,20,686000,0,CA_CA_001,0,1,FS,,
,SRF C-3,CRW,20,930,1800,6,3,1,365,SRF Salyer,100,0,0,0,n,14.5,20,681000,0,CA_CA_001,0,1,FS,,
,SRF C-4,CRW,20,930,1800,3,7,1,365,SRF Mad River,100,0,0,0,n,14.5,20,681000,0,CA_CA_001,0,1,FS,,
,SRF D-4,DZR2,3,930,1800,1,7,1,365,SRF Ruth,100,0,0,0,n,3,3,220000,0,CA_CA_001,0,1,FS,,
,SRF E-11,EN34,5,930,1800,1,7,1,365,SRF Gasquet,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-12,EN34,5,930,1800,1,7,1,365,SRF Gasquet,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-21,EN34,5,930,1800,1,7,1,365,SRF Orleans,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-22,EN34,5,930,1800,1,7,1,365,SRF Oak Bottom,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-23,EN34,5,930,1800,1,7,1,365,SRF Ti Bar,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-31,EN34,5,930,1800,1,7,1,365,SRF Salyer,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-32,EN34,5,930,1800,1,7,1,365,SRF Salyer,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-33,EN34,5,930,1800,1,7,1,365,SRF Willow Creek,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-41,EN34,5,930,1800,1,7,1,365,SRF Mad River,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-42,EN34,5,930,1800,1,7,1,365,SRF Ruth,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-43,EN34,5,930,1800,1,7,1,365,SRF Zenia,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF E-51,EN34,5,930,1800,1,7,1,365,HUU Fortuna,100,0,0,500,n,6,7,296000,0,CA_CA_001,0,1,FS,,
,SRF WT-15,WT,2,930,1800,1,7,1,365,SRF Gasquet,100,0,0,0,n,1,3,103000,0,CA_CA_001,0,1,FS,,
,SRF WT-25,WT,2,930,1800,1,7,1,365,SRF Oak Bottom,100,0,0,0,n,1,3,103000,0,CA_CA_001,0,1,FS,,
,SRF WT-35,WT,2,930,1800,1,7,1,365,SRF Salyer,100,0,0,0,n,1,3,103000,0,CA_CA_001,0,1,FS,,
,SRF WT-45,WT,2,930,1800,1,7,1,365,SRF Mad River,100,0,0,0,n,1,3,103000,0,CA_CA_001,0,1,FS,,
,RWP E-10,EN34,5,930,1800,6,3,1,365,RWP Wolf Creek,100,0,0,500,n,2.4,5,130302,1300,CA_CA_001,0,1,NPS,,
,RWP E-30,EN34,2,930,1800,4,1,1,365,RWP Hiouchi,100,0,0,500,n,1.5,2,81247,0,CA_CA_001,0,1,NPS,,
,RWP E30,EN56,2,930,1800,4,1,1,365,RWP Hiouchi,100,0,0,300,n,1.5,2,81247,0,CA_CA_001,0,1,NPS,,
,BTE E-1810,EN34,3,930,1800,1,7,1,365,BTE Butte Valley FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,BTE WT-1830,WT,1,930,1800,1,7,1,365,BTE Butte Valley FD,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,CCL E-1110,EN34,3,800,1700,1,7,1,365,CCL Salmon River,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,CCL WT-1130,WT,1,930,1800,1,7,1,365,CCL Salmon River,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,ETN E-1413,EN34,3,930,1800,1,7,1,365,ETN Etna FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,ETN WT-1430,WT,1,930,1800,1,7,1,365,ETN Etna FD,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,FTJ E-1312,EN34,3,800,1700,1,7,1,365,FTJ Ft Jones FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,HAP E-3310,EN34,3,800,1700,1,7,1,365,HAP Happy Camp FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,HAP WT-3330,WT,1,930,1800,1,7,1,365,HAP Happy Camp FD,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,HOR E-110,EN34,3,800,1700,1,7,1,365,HOR Hornbrook FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,HOR E-111,EN34,3,800,1700,1,7,1,365,HOR Hornbrook FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,HUU Alder 1,CRW,17,800,1700,1,7,1,365,HUU Alder CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Alder 2,CRW,17,800,1700,1,7,1,365,HUU Alder CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Alder E1,EN34,3,800,1700,1,7,1,365,HUU Alderpoint,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Bridge E1,EN34,3,800,1700,1,7,1,365,HUU Bridgeville,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Crescent E1,EN34,3,800,1700,1,7,1,365,HUU Crescent City,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Eel 1,CRW,17,800,1700,1,7,1,365,HUU Eel River CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Eel 2,CRW,17,800,1700,1,7,1,365,HUU Eel River CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Elk Camp E1,EN34,3,800,1700,1,7,1,365,HUU Elk Camp,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Fortuna E1,EN34,3,800,1700,1,7,1,365,HUU Fortuna,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Fortuna E2,EN34,3,800,1700,1,7,1,365,HUU Fortuna,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Garber E1,EN34,3,800,1700,1,7,1,365,HUU Garberville,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Garber E2,EN34,3,800,1700,1,7,1,365,HUU Garberville,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU HRK 1,CRW,17,800,1700,1,7,1,365,HUU High Rock CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU HRK 2,CRW,17,800,1700,1,7,1,365,HUU High Rock CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Klamath E1,EN34,3,800,1700,1,7,1,365,HUU Klamath,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Klmf feddpa,EN34,3,800,1700,1,7,1,365,HUU Klamath,50,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Knee Heli,HELI,10,800,1700,1,7,1,365,HUU Kneeland HB,80,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,HUU Kneeland H1,HELI 365 days; attached HEL 365 days
,HUU Kneeland H1,HEL2,2,800,1700,1,7,1,365,HUU Kneeland HB,100,0,0,0,n,0,4,0,0,CA_CA_001,0,1,STATE/LOCAL,n/a,365 days
,HUU Mattole E1,EN34,3,800,1700,1,7,1,365,HUU Mattole,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Thorn E1,EN34,3,800,1700,1,7,1,365,HUU Thorn,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Trinidad E1,EN34,3,800,1700,1,7,1,365,HUU Trinidad,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,HUU Weott E1,EN34,3,800,1700,1,7,1,365,HUU Weott,100,0,0,500,n,0,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,KLR E-3410,EN34,3,800,1700,1,7,1,365,KLR Beaver Creek Sta,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,KLR E-3412,EN34,3,800,1700,1,7,1,365,KLR Horse Creek Sta,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,MEU Chmbln 1,CRW,17,800,1700,1,7,1,365,MEU Chamberlin Creek CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Chmbln 2,CRW,17,800,1700,1,7,1,365,MEU Chamberlin Creek CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Chmbln 3,CRW,17,800,1700,1,7,1,365,MEU Chamberlin Creek CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Covelo E1,EN34,3,800,1700,1,7,1,365,MEU Covelo,100,0,0,500,n,3,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Howard E1,EN34,3,800,1700,1,7,1,365,MEU Howard Forest,100,0,0,500,n,3,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Howard H1,HEL2,2,800,1700,1,7,1,365,MEU Howard Forest HB,100,0,0,0,n,0,4,0,0,CA_CA_001,0,1,STATE/LOCAL,n/a,365 days
,MEU Howard Heli,HELI,10,800,1700,1,7,1,365,MEU Howard Forest HB,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,MEU Howard H1,"HELI 365 days, attached HEL 365 days.  "
,MEU Layton E1,EN34,3,800,1700,1,7,1,365,MEU Laytonville,100,0,0,500,n,3,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Leggett E1,EN34,3,800,1700,1,7,1,365,MEU Leggett,100,0,0,500,n,3,6,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Parlin 1,CRW,17,800,1700,1,7,1,365,MEU Parlin Fork CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Parlin 2,CRW,17,800,1700,1,7,1,365,MEU Parlin Fork CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,MEU Parlin 3,CRW,17,800,1700,1,7,1,365,MEU Parlin Fork CC,100,0,0,0,n,0,20,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SEI E-3210,EN34,3,800,1700,1,7,1,365,SEI Seiad Valley FD,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,SEI WT-3230,WT,1,930,1800,1,7,1,365,SEI Seiad Valley FD,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,SKU D-2640,DZR2,2,800,1800,1,7,152,304,SKU Yreka,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,SKU D-2642,DZR2,2,800,1800,1,7,152,304,SKU Fort Jones,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,SKU DWD #1,CRW,17,800,1700,1,7,1,365,SKU Deadwood CC,100,0,0,0,n,0,17,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU DWD #2,CRW,17,800,1700,1,7,1,365,SKU Deadwood CC,100,0,0,0,n,0,17,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU DWD #3,CRW,17,800,1700,1,7,1,365,SKU Deadwood CC,100,0,0,0,n,0,17,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU DWD #4,CRW,17,800,1700,1,7,1,365,SKU Deadwood CC,100,0,0,0,n,0,17,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2660,EN34,3,800,1800,1,7,152,304,SKU Weed,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2662,EN34,3,800,1800,1,7,152,304,SKU MacDoel,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2664,EN34,3,800,1800,1,7,1,365,SKU Yreka,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2665,EN34,3,800,1800,1,7,152,304,SKU Fort Jones,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2666,EN34,3,800,1800,1,7,152,304,SKU Hornbrook,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2680,EN34,3,800,1800,1,7,152,304,SKU Yreka,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2682,EN34,3,800,1800,1,7,152,304,SKU MacDoel,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2685,EN34,3,800,1800,1,7,121,304,SKU Fort Jones,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SKU E-2686,EN34,3,800,1800,1,7,1,365,SKU Hornbrook,100,0,0,500,n,0,3,0,0,CA_CA_001,0,1,STATE/LOCAL,,
,SVF E-1514,EN34,3,800,1700,1,7,1,365,SVF French Creek Sta,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,SVF E-1515,EN34,3,800,1700,1,7,1,365,SVF Scott River Sta,50,0,0,500,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,SVF WT-1530,WT,1,930,1800,1,7,1,365,SVF French Creek Sta,100,0,0,0,n,0,0,0,0,CA_CA_001,0,1,STATE/LOCAL,,Positions are not ? staffing
,H-553 Crew 1,HELI,7,930,1800,1,7,166,273,Ravendale Sta,100,0,0,0,n,5.19,9,267524,0,CA_CA_002,0,1,BLM,NOD H-553,HELI 108 days; attached HEL 108 days
,NOD C-3266,CRW,10,730,1800,2,5,1,365,Centerville Work Center,100,0,0,0,n,0,10,0,0,CA_CA_002,0,1,BLM,,
,NOD C-3267,CRW,10,730,1800,2,5,1,365,Suprise Sta,100,0,0,0,n,0,10,0,0,CA_CA_002,0,1,BLM,,
,NOD E-3230,EN34,5,930,1800,1,7,1,365,Susanville Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3231,EN34,5,930,1800,1,7,1,365,Susanville Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3232,EN34,5,930,1800,1,7,1,365,Ravendale Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3234,EN34,5,930,1800,1,7,1,365,West Valley Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3235,EN34,5,930,1800,1,7,1,365,West Valley Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3236,EN34,5,930,1800,1,7,1,365,Suprise Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3237,EN34,5,930,1800,1,7,1,365,Suprise Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3238 p20,EN34,5,930,1800,1,7,1,365,Ravendale Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3239 p20,EN34,5,930,1800,1,7,1,365,Suprise Sta,100,0,0,500,n,4.23,7,187500,0,CA_CA_002,0,1,BLM,,
,NOD E-3241,EN56,3,930,1800,1,7,1,365,Ravendale Sta,100,0,0,250,n,2.85,5,100852,0,CA_CA_002,0,1,BLM,,
,NOD H-553,HEL3,1,930,1800,1,7,166,273,Ravendale Sta,100,0,0,0,n,0,0,0,0,CA_CA_002,0,1,BLM,n/a,108 day contract.  Positions are not ? staffing
,H-510,HEL2,1,930,1800,1,7,169,273,Chester,100,0,0,0,n,0,0,0,0,CA_CA_002,0,1,FS,n/a,105 day contract. Positions are not ? staffing
,H-510 Crew 1,HELI,7,930,1800,1,7,169,273,Chester,100,0,0,0,n,7.75,11,361000,0,CA_CA_002,0,1,FS,H-510,HELI 105 days; attached HEL 105 days
,H-510 Crew 2,HELI,7,930,1800,1,7,169,273,Chester,100,0,0,0,n,7.75,10,361000,0,CA_CA_002,0,1,FS,H-510,HELI 105 days; attached HEL 105 days
,H-512,HEL2,1,930,1800,1,7,166,271,"Quincy D2,C2,E23,E24",100,0,0,0,n,0,0,0,0,CA_CA_002,0,1,FS,n/a,106 day contract.  Positions are not ? staffing
,H-512 Crew 1,HELI,5,930,1800,1,7,1,365,"Quincy D2,C2,E23,E24",100,0,0,0,n,5,7,491913,0,CA_CA_002,0,1,FS,H-512,"HELI 365 days, attached HEL 106 days"
,H-512 Crew 2,HELI,5,930,1800,1,7,1,365,"Quincy D2,C2,E23,E24",100,0,0,0,n,5,7,0,0,CA_CA_002,0,1,FS,H-512,"HELI 365 days, attached HEL 106 days"
,LNF C-1,CRW,10,930,1800,2,6,1,365,Chester,100,0,0,0,n,7.5,10,328708,0,CA_CA_002,0,1,FS,,
,LNF C-3,CRW,10,930,1800,6,3,1,365,Hat Creek Work Center,100,0,0,0,n,7.5,10,328708,0,CA_CA_002,0,1,FS,,
,LNF Eagle Lk HS,CRW,20,930,1800,3,7,1,365,Susanville Sta,33,0,0,0,n,14.5,20,680842,0,CA_CA_002,0,1,FS,,
,LNF-E12,EN34,5,930,1800,1,7,1,365,Chester,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E13,EN34,5,930,1800,1,7,1,365,Butte Meadows,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E14,EN34,5,930,1800,1,7,1,365,Mineral,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E15,EN34,5,930,1800,1,7,121,319,Mineral,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E16,EN34,5,930,1800,1,7,1,365,Chester,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E31,EN34,5,930,1800,1,7,1,365,Hat Creek Work Center,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E32,EN34,5,930,1800,1,7,1,365,Old Station,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E33,EN34,5,930,1800,1,7,1,365,Manzanita Lake,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E34,EN34,5,930,1800,1,7,1,365,Fall River Mills,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E35,EN34,5,930,1800,1,7,1,365,Hat Creek Work Center,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E36,EN34,5,930,1800,1,7,1,365,Old Station,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E82,EN34,5,930,1800,1,7,1,365,Bogard,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
,LNF-E83,EN34,5,930,1800,1,7,1,365,Spalding,100,0,0,500,n,6,7,291816,0,CA_CA_002,0,1,FS,,
